Codigo;Descricao
11802;Serviços de investigação e segurança 
118021000;Serviços de investigação 
118022000;Serviços de consultoria em segurança 
118023000;Serviços de sistemas de segurança 
118024000;Serviços de carro-forte
118025000;Serviços de guarda e escolta armada 
118029000;Serviços de segurança não classificados em subposições anteriores
11803;Serviços de limpeza 
118031000;Serviços gerais de limpeza 
118032;Serviços especializados de limpeza 
118032100;Serviços de desinfecção e extermínio de pragas 
118032200;Serviços de limpeza de janelas 
118032900;Serviços especializados de limpeza não classificados em subposições anteriores
118040000;Serviços de acondicionamento e empacotamento
11805;Serviços de planejamento de viagens e serviços relacionados 
118051;Serviços de reservas para transporte de passageiros 
118051100;Serviços de reservas para transporte aéreo de passageiros
118051200;Serviços de reservas para transporte ferroviário de passageiros
118051300;Serviços de reservas para transporte rodoviário de passageiros 
118051400;Serviços de reservas de carros de aluguel
118051900;Serviços de reservas para transporte de passageiros não classificados em subposições anteriores
118052;Serviços de reservas de hospedagem, reservas em cruzeiros e reservas de pacotes turísticos 
118052100;Serviços de reservas de hospedagem, exceto em unidades compartilhadas 
118052200;Serviços de reservas e intercâmbio de unidades compartilhadas (time-share) 
118052300;Serviços de reservas em cruzeiros 
118052400;Serviços de reservas de pacotes turísticos 
118053;Outros serviços de reservas 
118053100;Serviços de reservas para centros de convenções, auditórios e salas de exposições
118053200;Serviços de reservas de ingressos para eventos de entretenimento e recreativos 
118053900;Serviços de reservas não classificados em subposições anteriores
118054000;Serviços de operadoras de turismo 
118055000;Serviços de guias turísticos 
118056;Serviços de promoção turística e de informação a visitantes
118056100;Serviços de promoção turística 
118056200;Serviços de informação a visitantes 
11806;Outros serviços de apoio às atividades empresariais
118061000;Serviços de informação cadastral e análise de crédito
118062000;Serviços de cobrança 
118063;Serviços de apoio às atividades empresariais por meio de telefone 
118063100;Serviços de call center 
118063900;Serviços de apoio às atividades empresariais por meio de telefone não classificados em subposições anteriores
118064000;Serviços combinados de escritório e apoio administrativo 
118065;Serviços especializados de apoio a escritório 
118065100;Serviços de fotocópias e outros serviços de reprodução de documentos
118065200;Serviços de execução e envio de mala direta e de elaboração de listas de endereços 
118065300;Serviços de preparação de documentos 
118065900;Serviços especializados de apoio a escritório não classificados em subposições anteriores
118066;Serviços de assistência e organização de convenções, feiras de negócios, exposições e outros eventos 
118066100;Serviços de assistência e organização de convenções 
118066200;Serviços de assistência e organização de feiras de negócios
118066300;Serviços de assistência e organização de exposições e outros eventos 
118067000;Serviços de jardinagem 
118068;Serviços de agenciamento de modelos, artistas e atletas
118068100;Serviços de agenciamento de modelos
118068200;Serviços de agenciamento de artistas
118068300;Serviços de agenciamento de atletas
118069000;Serviços de apoio não classificados em subposições anteriores
119;Serviços de apoio à agricultura, pecuária, silvicultura, pesca, aquicultura, extração mineral e à transmissão e distribuição de eletricidade, gás e água
11901;Serviços de apoio à agricultura, pecuária, produção florestal (silvicultura), pesca e aquicultura
119011000;Serviços de apoio à agricultura
119012000;Serviços de apoio à pecuária
119013000;Serviços de apoio à produção florestal (silvicultura)
119014000;Serviços de apoio à pesca
119015000;Serviços de apoio à aquicultura
11902;Serviços de apoio à mineração
119021000;Serviços de apoio à extração de petróleo e gás
119029000;Serviços de apoio à mineração não classificados em subposições anteriores
11903;Serviços de apoio à transmissão e distribuição de eletricidade e à distribuição de gás e água
119031;Serviços de apoio à transmissão e distribuição de eletricidade
119031100;Serviços de apoio à transmissão de eletricidade
119031200;Serviços de apoio à distribuição de eletricidade
119032000;Serviços de apoio à distribuição de gás por meio de tubulações
119033000;Serviços de apoio à distribuição de água por meio de tubulações, exceto vapor de água e água quente
119034000;Serviços de apoio à distribuição de vapor de água, água quente e ar condicionado por meio de tubulações
119035000;Serviços de apoio à distribuição de água, exceto por meio de tubulações
120;Serviços de manutenção, reparação e instalação (exceto construção)
12001;Serviços de manutenção e reparação de produtos metálicos, maquinários e equipamentos
120011000;Serviços de manutenção e reparação de produtos metálicos, exceto maquinários e equipamentos
120012000;Serviços de manutenção e reparação de computadores e seus periféricos e de maquinário para escritório
120013;Serviços de manutenção e reparação de maquinários e equipamentos de transporte
1200131;Serviços de manutenção e reparação de veículos rodoviários 
120013110;Serviços de manutenção e reparação de veículos rodoviários motorizados
120013120;Serviços de manutenção e reparação de veículos rodoviários não motorizados
120013200;Serviços de manutenção e reparação de veículos sobre trilhos
120013300;Serviços de manutenção e reparação de veículos aquaviários
1200134;Serviços de manutenção e reparação de veículos de transporte aéreo e aeroespacial
120013410;Serviços de manutenção e reparação de aeronaves, exceto de motores, turborreatores e turbopropulsores aeronáuticos
120013420;Serviços de manutenção e reparação de motores, turborreatores e turbopropulsores aeronáuticos
120013430;Serviços de manutenção e reparação de foguetes e equipamentos aeroespaciais 
120013500;Serviços de manutenção e reparação de veículos militares
120013900;Serviços de manutenção e reparação de maquinários e equipamentos de transporte não classificados em subposições anteriores
120014000;Serviços de manutenção e reparação de plataformas, inclusive navios-plataforma, para extração de petróleo e gás
120015000;Serviços de manutenção e reparação de maquinários e equipamentos de uso industrial
120016000;Serviços de manutenção e reparação de maquinários e equipamentos de uso comercial
120017000;Serviços de manutenção e reparação de equipamentos e aparelhos de telecomunicações
120018;Serviços de manutenção e reparação de outros maquinários e equipamentos
120018100;Serviços de manutenção e reparação de aparelhos eletroeletrônicos domésticos
120018200;Serviços de manutenção e reparação de instrumentos e equipamentos médico-hospitalares, odontológicos, óticos e de precisão
120018300;Serviços de manutenção e reparação de equipamentos militares
120018900;Serviços de manutenção e reparação de outros maquinários e equipamentos não classificados em subposições anteriores
12002;Serviços de manutenção e reparação de outros bens de consumo
120021000;Serviços de manutenção e reparação de produtos de couro, calçados, malas e bolsas
120022000;Serviços de manutenção e reparação de relógios e joias
120023000;Serviços de manutenção e reparação de móveis
120024000;Serviços de manutenção de roupas e outros produtos têxteis 
120029000;Serviços de manutenção e reparação de outros bens de consumo não classificados em subposições anteriores
12003;Serviços de instalação, exceto os de construção
120031000;Serviços de instalação de produtos metálicos, exceto maquinário e equipamentos
120032;Serviços de instalação de maquinários, aparelhos e equipamentos
1200321;Serviços de instalação de maquinários, aparelhos e equipamentos industriais
120032110;Serviços de montagem sob encomenda de turbinas industriais
120032190;Serviços de instalação de maquinários, aparelhos e equipamentos industriais não classificados em itens anteriores
120032200;Serviços de instalação de computadores e seus periféricos e maquinário de escritório
120032300;Serviços de instalação de equipamentos e aparelhos de comunicação, incluindo de rádio e de televisão
120032400;Serviços de instalação de maquinários, equipamentos, instrumentos e aparelhos médico-hospitalares, óticos e de precisão
1200325;Serviços de instalação de sensores e sistemas de armas e de instalação de maquinários, aparelhos e equipamentos de emprego militar
120032510;Serviços de instalação de sensores e sistemas de armas
120032520;Serviços de instalação de maquinários, aparelhos e equipamentos de emprego militar
1200326;Serviços de instalação de maquinários e equipamentos de transporte
120032610;Serviços de montagem sob encomenda de motores, turborreatores e turbopropulsores aeronáuticos
120032690;Serviços de instalação de maquinários e equipamentos de transporte não classificados em itens anteriores
120032900;Serviços de instalação de maquinários, aparelhos e equipamentos não classificados em subposições anteriores
121;Serviços de publicação, impressão e reprodução
12101;Serviços de editoração, impressão, reprodução e publicação
121011000;Serviços de editoração
121012;Serviços de impressão e reprodução de mídia gravada
121012100;Serviços de impressão
121012200;Serviços relacionados à impressão
121012300;Serviços de reprodução de mídia gravada
121013000;Serviços de publicação 
122;Serviços educacionais
12201;Serviços de educação básica 
122011;Serviços de educação infantil
122011100;Serviços de creche ou entidade equivalente
122011200;Serviços de pré-escola
122011900;Serviços de educação infantil não classificados em subposições anteriores
122012000;Serviços de ensino fundamental
122013000;Serviços de ensino médio
122020000;Serviços de educação técnica de nível médio
12203;Serviços de educação de jovens e adultos
122031000;Serviços de ensino fundamental de jovens e adultos
122032000;Serviços de ensino médio de jovens e adultos
12204;Serviços de educação superior
122041000;Serviços educacionais de graduação
122042000;Serviços educacionais de pós-graduação
122043000;Serviços educacionais de extensão
122044000;Serviços educacionais de cursos sequenciais
12205;Outros serviços educacionais, incluindo de treinamento, e serviços de apoio aos serviços educacionais
122051;Outros serviços de educação, inclusive treinamento 
122051100;Serviços de educação com enfoque cultural 
122051200;Serviços de educação desportiva e recreacional 
122051300;Serviços de educação em línguas estrangeiras e de sinais
122051400;Serviços de palestras e conferências
122051900;Serviços de educação, inclusive treinamento não classificados em subposições anteriores
122052000;Serviços de apoio aos serviços educacionais 
123;Serviços relacionados à saúde humana e de assistência social
12301;Serviços de saúde humana 
123011;Serviços hospitalares 
123011100;Serviços cirúrgicos 
123011200;Serviços ginecológicos e obstétricos 
123011300;Serviços psiquiátricos 
123011400;Serviços prestados em Unidades de Terapia Intensiva
123011500;Serviços de atendimento de urgência 
123011900;Serviços hospitalares não classificados em subposições anteriores
123012;Serviços médicos não hospitalares e serviços odontológicos
123012100;Serviços de clínica médica 
123012200;Serviços médicos especializados 
123012300;Serviços odontológicos
123019;Outros serviços de saúde humana 
123019100;Serviços de enfermagem 
123019200;Serviços de fisioterapia 
123019300;Serviços laboratoriais 
123019400;Serviços de diagnóstico por imagem
123019500;Serviços de bancos de material biológico humano 
123019600;Serviços de ambulância 
123019700;Serviços de assistência ao parto e pós-parto
123019800;Serviços de psicologia
123019900;Outros serviços de saúde humana não classificados em subposições anteriores
12302;Serviços de cuidado e assistência a idosos e pessoas com deficiência em unidades de acolhimento
123021000;Serviços de cuidado em saúde em unidades de acolhimento
123022;Serviços de assistência a idosos e pessoas com deficiência em unidades de acolhimento
123022100;Serviços de assistência a idosos em unidades de acolhimento 
123022200;Serviços de assistência a crianças e adolescentes com deficiência em unidades de acolhimento 
123022300;Serviços de assistência a adultos com deficiência em unidades de acolhimento
123030000;Serviços de assistência social com acomodação
12304;Serviços de assistência social sem acomodação 
123041;Serviços de reabilitação vocacional 
123041100;Serviços de reabilitação vocacional para pessoas com deficiência
123041200;Serviços de reabilitação vocacional para desempregados
123041900;Serviço de reabilitação vocacional não classificados nas subposições anteriores
123042000;Serviços de orientação e aconselhamento relacionados a crianças e adolescentes
123049000;Serviços de assistência social sem acomodação não classificados em subposições anteriores
124;Serviços de coleta, tratamento e eliminação de esgoto e resíduos e outros serviços de proteção ambiental
124010000;Serviços de tratamento de água 
12402;Serviços de esgoto, tratamento de esgotos e limpeza de fossas sépticas 
124021000;Serviços de esgoto e tratamento de esgotos 
124022000;Serviços de esvaziamento e limpeza de fossas sépticas 
12403;Serviços de coleta de resíduos 
124031;Serviços de coleta de resíduos perigosos
124031100;Serviços de coleta de resíduos de serviços de saúde e outros resíduos biológicos 
124031200;Serviços de coleta de resíduos perigosos industriais, exceto resíduos de serviços de saúde e outros resíduos biológicos
124031900;Serviços de coleta de outros resíduos perigosos não classificados em subposições anteriores
124032;Serviços de coleta de resíduos recicláveis não perigosos
124032100;Serviços de coleta de resíduos recicláveis, não perigosos, de origem doméstica 
124032200;Serviços de coleta de resíduos recicláveis, não perigosos, exceto de origem doméstica
124033;Serviços de coleta de resíduos gerais
124033100;Serviços de coleta de resíduos gerais de origem doméstica
124033200;Serviços de coleta de resíduos gerais, exceto de origem doméstica
12404;Serviços de tratamento e eliminação de resíduos 
124041;Serviços de triagem, preparação, consolidação e estocagem de resíduos 
124041100;Serviços de triagem, preparação, consolidação e estocagem de resíduos perigosos 
124041200;Serviços de demolição e desmantelamento de embarcações, veículos e outros bens
124041300;Serviços de triagem, preparação, consolidação e estocagem de resíduos recicláveis não perigosos
124041900;Serviços de triagem, preparação, consolidação e estocagem de resíduos não perigosos, exceto os recicláveis
124042;Serviços de tratamento e eliminação de resíduos perigosos
124042100;Serviços de tratamento de resíduos perigosos
124042200;Serviços de eliminação de resíduos perigosos
124043;Serviços de tratamento e eliminação de resíduos não perigosos 
124043100;Serviços de tratamento e eliminação de resíduos não perigosos em aterros sanitários
124043200;Serviços de tratamento e eliminação de resíduos não perigosos em aterros, exceto os sanitários
124043300;Serviços de incineração de resíduos não perigosos
124043900;Serviços de tratamento e eliminação de resíduos não perigosos não classificados em subposições anteriores
12405;Serviços de remediação e contenção de contaminantes 
124051;Serviços de remediação e limpeza de áreas contaminadas 
124051100;Serviços de remediação e limpeza do ar 
124051200;Serviços de remediação e limpeza de águas de superfície 
124051300;Serviços de remediação e limpeza do solo e de águas subterrâneas 
124051400;Serviços de remediação em edificações 
124052000;Serviços de contenção, controle e monitoramento de áreas contaminadas
124059000;Serviços de remediação não classificados em subposições anteriores
12406;Serviços de limpeza urbana e similares
124061000;Serviços de varrição de vias e áreas públicas 
124069000;Serviços de limpeza urbana e similares não classificados em subposições anteriores
124070000;Serviços de proteção ambiental não classificados em posições anteriores
125;Serviços recreativos, culturais e desportivos
12501;Serviços de produção audiovisual, de apoio e relacionados
125011;Serviços de gravação de som
125011100;Serviços de gravação de som em estúdio
125011200;Serviços de gravação de som ao vivo
125012;Serviços de produção de programas de rádio e televisão, videoteipes e filmes
125012100;Serviços de produção de programas de televisão, videoteipes e filmes
125012200;Serviços de produção de programas de rádio
125013;Serviços de pós-produção de obras audiovisuais
125013100;Serviços de edição de obras audiovisuais
125013200;Serviços de duplicação e transferência de obras audiovisuais
125013300;Serviços de correção de cor e restauração digital de obras audiovisuais
125013400;Serviços de efeitos visuais em obras audiovisuais
125013500;Serviços de animação
125013600;Serviços de legendas, títulos e dublagem em obras audiovisuais
125013700;Serviços de projeto e edição de som em obras audiovisuais
125013900;Serviços de pós-produção de obras audiovisuais não classificados em subposições anteriores
125014000;Serviços de agenciamento para a comercialização de obras audiovisuais
125015000;Serviços de projeção de filmes
125019000;Serviços de produção audiovisual, de apoio e relacionados não classificados em subposições anteriores
12502;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo
125021000;Serviços de organização e promoção de atuações artísticas ao vivo
125022000;Serviços de produção e apresentação de atuações artísticas ao vivo
125023000;Serviços de apoio para atuações artísticas ao vivo
125029000;Serviços de apresentação e promoção de atuações artísticas e outros serviços de entretenimento ao vivo não classificados em subposições anteriores
12503;Serviços de atuação artística e outros serviços artísticos
125031000;Serviços de atuação artística
125032000;Serviços de autores, compositores, escultores, pintores e outros artistas, exceto os de atuação artística
12504;Serviços de museus e de preservação e serviços de reservas botânica, zoológica e natural
125041;Serviços de museus e de preservação de locais e construções históricas
125041100;Serviços de museus
125041200;Serviços de preservação e operação de locais e construções históricas
125042;Serviços de reservas botânica, zoológica e natural
125042100;Serviços de jardins botânico e zoológico 
125042200;Serviços de reserva natural, incluindo preservação de vida selvagem
12505;Serviços desportivos e recreacionais desportivos
125051000;Serviços de organização e promoção de eventos desportivos e recreacionais desportivos
125052000;Serviços de clubes desportivos
125059000;Serviços desportivos e recreacionais desportivos não classificados em subposições anteriores
125060000;Serviços fornecidos por atletas e desportistas, por conta própria, e serviços de apoio relacionados com desportes e recreação desportiva
12507;Serviços de parques de diversão e atrações similares
125071000;Serviços de parques temáticos de diversão
125079000;Serviços de parques de diversão e atrações similares não classificados em subposições anteriores
125080000;Serviços recreativos, culturais e desportivos não classificados em posições anteriores
126;Serviços pessoais
12601;Serviços de lavanderia e tinturaria
126011000;Serviços de limpeza de têxteis, exceto quando realizados a seco
126012000;Serviços de limpeza a seco
126013000;Serviços de tinturaria
126014000;Serviços de passadoria de roupas e outros artigos têxteis
126019000;Serviços de lavanderia não classificados em subposições anteriores
12602;Serviços de tratamento de beleza e bem-estar físico 
126021000;Serviços de cabeleireiros e barbeiros 
126022000;Serviços de manicure, pedicure e tratamento cosmético 
126023000;Serviços de bem-estar físico 
126029000;Serviços de tratamento de beleza e bem-estar físico não classificados em subposições anteriores
126030000;Serviços funerários, de cremação e de embalsamamento
126040000;Serviços de confecção de roupas e outros artigos têxteis
126050000;Serviços domésticos
126060000;Serviços pessoais não classificados em posições anteriores
